Price,Close,High,Low,Open,Volume
Ticker,LOMA.BA,LOMA.BA,LOMA.BA,LOMA.BA,LOMA.BA
Date,,,,,
2025-10-17,2402.0,2417.0,2297.0,2331.0,190140
2025-10-20,2387.0,2500.0,2359.0,2405.0,265335
2025-10-21,2460.0,2525.0,2350.0,2355.0,320317
2025-10-22,2479.0,2537.5,2414.0,2460.0,605823
2025-10-23,2527.5,2617.5,2470.0,2471.0,944666
2025-10-24,2505.0,2620.0,2469.0,2530.0,567272
2025-10-27,3015.0,3175.0,2647.5,2760.0,1886523
2025-10-28,3112.5,3212.5,2990.0,3000.0,1526355
2025-10-29,3167.5,3215.0,3050.0,3050.0,1382150
2025-10-30,3095.0,3200.0,3000.0,3200.0,1318577
2025-10-31,3322.5,3335.0,3097.5,3140.0,2207395
2025-11-03,3260.0,3572.5,3162.5,3350.0,1644326
2025-11-04,3255.0,3310.0,3120.0,3200.0,1115152
2025-11-05,3415.0,3427.5,3227.5,3250.0,1899834
2025-11-06,3282.5,3500.0,3212.5,3415.0,413178
2025-11-07,3200.0,3360.0,3117.5,3295.0,1369520
2025-11-10,3345.0,3350.0,3160.0,3200.0,983456
2025-11-11,3372.5,3500.0,3300.0,3350.0,622695
2025-11-12,3492.5,3545.0,3382.5,3400.0,2249107
2025-11-13,3395.0,3562.5,3360.0,3520.0,791199
2025-11-14,3562.5,3575.0,3340.0,3422.5,921658
2025-11-17,3530.0,3692.5,3507.5,3560.0,1059500
2025-11-18,3487.5,3575.0,3300.0,3575.0,1010502
2025-11-19,3397.5,3550.0,3382.5,3500.0,532255
2025-11-20,3385.0,3565.0,3350.0,3390.0,999450
2025-11-21,3347.5,3450.0,3245.0,3447.5,105033
2025-11-25,3480.0,3490.0,3275.0,3350.0,878900
2025-11-26,3670.0,3700.0,3410.0,3500.0,521755
2025-11-27,3757.5,3775.0,3740.0,3740.0,476760
2025-11-28,3750.0,3865.0,3640.0,3710.0,1785573
2025-12-01,3780.0,3837.5,3692.5,3800.0,387660
2025-12-02,3810.0,3850.0,3760.0,3780.0,637398
2025-12-03,3852.5,3907.5,3780.0,3812.5,340614
2025-12-04,3800.0,4000.0,3765.0,3900.0,664051
2025-12-05,3720.0,3925.0,3682.5,3850.0,725320
2025-12-09,3710.0,3780.0,3650.0,3740.0,465889
2025-12-10,3840.0,3865.0,3605.0,3750.0,901344
2025-12-11,3877.5,3900.0,3752.5,3840.0,270749
2025-12-12,3870.0,3952.5,3777.5,3880.0,351365
2025-12-15,3895.0,3945.0,3750.0,3870.0,664057
2025-12-16,3822.5,3980.0,3770.0,3900.0,258353
2025-12-17,3815.0,3950.0,3752.5,3820.0,436476
2025-12-18,4040.0,4055.0,3800.0,3845.0,807902
2025-12-19,3940.0,4130.0,3840.0,4030.0,384639
2025-12-22,3935.0,4000.0,3920.0,3970.0,344944
2025-12-23,3935.0,4030.0,3882.5,3935.0,435689
2025-12-24,3945.0,3995.0,3855.0,3935.0,21819
2025-12-26,3980.0,4090.0,3860.0,3945.0,408030
2025-12-29,3945.0,4100.0,3905.0,4000.0,558094
2025-12-30,3885.0,4067.5,3850.0,4000.0,229359
2026-01-02,3997.5,4032.5,3895.0,3945.0,324865
2026-01-05,4017.5,4050.0,3840.0,4002.5,426124
2026-01-06,3920.0,4080.0,3912.5,4005.0,559203
2026-01-07,3735.0,3910.0,3700.0,3910.0,479779
2026-01-08,3810.0,3812.5,3630.0,3750.0,299235
2026-01-09,3805.0,3920.0,3755.0,3810.0,243798
2026-01-12,3852.5,3880.0,3700.0,3810.0,311815
2026-01-13,3710.0,3860.0,3680.0,3850.0,377839
2026-01-14,3595.0,3827.5,3582.5,3800.0,535111
2026-01-15,3530.0,3660.0,3510.0,3560.0,363292
2026-01-16,3542.5,3650.0,3507.5,3650.0,172934
2026-01-19,3477.5,3605.0,3422.5,3555.0,112616
2026-01-20,3497.5,3570.0,3395.0,3475.0,416188
2026-01-21,3642.5,3655.0,3460.0,3495.0,629185
2026-01-22,3552.5,3740.0,3540.0,3690.0,816838
2026-01-23,3592.5,3657.5,3552.5,3590.0,851117
2026-01-26,3620.0,3720.0,3550.0,3550.0,411439
2026-01-27,3692.5,3737.5,3605.0,3615.0,436993
2026-01-28,3592.5,3800.0,3590.0,3740.0,636267
2026-01-29,3522.5,3650.0,3497.5,3600.0,504101
2026-01-30,3487.5,3630.0,3422.5,3590.0,668820
2026-02-02,3342.5,3600.0,3310.0,3500.0,666722
2026-02-03,3265.0,3420.0,3227.5,3345.0,713081
2026-02-04,3165.0,3375.0,3050.0,3280.0,504686
2026-02-05,3227.5,3297.5,3110.0,3160.0,464877
2026-02-06,3315.0,3405.0,3232.5,3232.5,215268
2026-02-09,3375.0,3430.0,3245.0,3327.5,162546
2026-02-10,3487.5,3525.0,3320.0,3390.0,407442
2026-02-11,3512.5,3582.5,3400.0,3502.5,270312
2026-02-12,3365.0,3600.0,3255.0,3505.0,389672
