Date,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2025-08-12,,,,,,45100.0,,,,,46275.0,,,,,44775.0,,,,,45500.0,,,,,680875.0
2025-08-13,,232.88612365722656,,339.3800048828125,43.13999938964844,44800.0,234.55294488479396,,348.9800109863281,43.529998779296875,45550.0,229.99163136972763,,338.20001220703125,42.279998779296875,44300.0,230.6304284784954,,341.5,42.47999954223633,45050.0,69878500.0,,67838900.0,525000.0,488460.0
2025-08-14,,232.33717346191406,,335.5799865722656,41.41999816894531,42925.0,234.67271834509882,,340.4700012207031,42.95000076293945,44625.0,230.41085227691244,,330.3999938964844,40.82500076293945,41925.0,233.61473725595164,,335.760009765625,42.95000076293945,44500.0,51916300.0,,75000700.0,1180600.0,628666.0
2025-08-15,,231.1494140625,,330.55999755859375,41.5,,233.834298979768,,339.29998779296875,41.869998931884766,,228.9036945156081,,327.0199890136719,41.0099983215332,,233.5548328767578,,337.6600036621094,41.45000076293945,,56038700.0,,74319800.0,550900.0,
2025-08-18,,230.45074462890625,,335.1600036621094,41.70000076293945,43975.0,232.67649791960375,,336.2699890136719,42.13999938964844,44700.0,229.6722297518056,,329.5899963378906,40.869998931884766,42600.0,231.2592012143754,,329.6199951171875,41.43000030517578,42600.0,37476200.0,,56956600.0,945700.0,484061.0
2025-08-19,,230.1213836669922,,329.30999755859375,40.119998931884766,41775.0,232.42698672077375,,340.54998779296875,41.494998931884766,44025.0,228.9136940815642,,327.8500061035156,40.11000061035156,41625.0,230.84001516813981,,335.7900085449219,41.459999084472656,43600.0,39402600.0,,75956000.0,907100.0,611661.0
2025-08-20,,225.5800323486328,,323.8999938964844,40.22999954223633,41125.0,230.0315543310328,,331.3699951171875,40.72999954223633,42600.0,225.3404986724704,,314.6000061035156,39.619998931884766,41025.0,229.54248102593337,,329.2200012207031,40.099998474121094,41775.0,42263900.0,,77481800.0,1084600.0,655275.0
2025-08-21,,224.47213745117188,,320.1099853515625,40.4900016784668,41750.0,226.08906587116957,,324.8999938964844,41.08000183105469,42200.0,223.3542730460458,,318.67999267578125,39.75,41000.0,225.8395414786139,,322.0799865722656,40.560001373291016,41200.0,30621200.0,,55744400.0,689600.0,319716.0
2025-08-22,,227.3267059326172,,340.010009765625,40.33000183105469,42500.0,228.65417758009713,,340.25,40.959999084472656,42900.0,224.98118568943215,,319.69000244140625,40.290000915527344,41800.0,225.73973438952316,,321.6600036621094,40.45000076293945,42250.0,42477800.0,,94016300.0,1068800.0,309623.0
2025-08-25,,226.7278594970703,,346.6000061035156,38.88999938964844,41025.0,228.86378779922748,,349.5299987792969,40.09000015258789,42450.0,225.79962078901826,,335.0299987792969,38.66999816894531,40825.0,226.0491451945495,,338.8999938964844,40.040000915527344,42000.0,30983100.0,,86670000.0,1220900.0,757578.0
2025-08-26,,228.87376403808594,,351.6700134277344,39.34000015258789,41825.0,229.0534295301293,,351.8999938964844,39.7400016784668,42000.0,224.26255788237486,,343.7200012207031,38.2599983215332,40500.0,226.43840339540802,,344.92999267578125,38.79999923706055,41000.0,54575100.0,,76651600.0,1297300.0,310893.0
2025-08-27,,230.05152893066406,,349.6000061035156,38.959999084472656,41200.0,230.46073738560713,,355.3900146484375,39.220001220703125,42000.0,227.82576024347395,,349.1600036621094,38.5099983215332,41100.0,228.17510050695543,,351.94000244140625,39.119998931884766,41850.0,31259500.0,,65519000.0,1013300.0,540964.0
2025-08-28,,232.11758422851562,,345.9800109863281,39.5,41575.0,232.9659733126178,,353.54998779296875,39.95000076293945,42800.0,228.90370861616245,,340.260009765625,38.95000076293945,41200.0,230.3809040856524,,350.9100036621094,39.20000076293945,41200.0,38074700.0,,67903200.0,745800.0,676839.0
2025-08-29,,231.69837951660156,,333.8699951171875,38.97999954223633,41300.0,232.9360260407387,,348.75,39.77000045776367,41800.0,230.92984008944924,,331.70001220703125,38.59000015258789,40675.0,232.0676707602769,,347.2300109863281,39.25,41575.0,39418400.0,,81145700.0,644200.0,352642.0
2025-09-01,,,,,,40450.0,,,,,41300.0,,,,,40150.0,,,,,41300.0,,,,,194705.0
2025-09-02,,229.28298950195312,,329.3599853515625,39.209999084472656,41550.0,230.4108447009183,,333.3299865722656,39.209999084472656,41650.0,226.53822101083426,,325.6000061035156,37.900001525878906,39500.0,228.81388239599917,,328.2300109863281,38.650001525878906,40425.0,44075600.0,,58392000.0,1166700.0,580675.0
2025-09-03,,238.01634216308594,,334.0899963378906,38.189998626708984,40650.0,238.395624134605,,343.3299865722656,39.2400016784668,42050.0,233.9141603097862,,328.510009765625,37.97999954223633,40150.0,236.75874463665696,,335.20001220703125,38.84000015258789,41000.0,66427800.0,,88733300.0,1249200.0,754486.0
2025-09-04,,239.3238525390625,,338.5299987792969,38.93000030517578,42525.0,239.4436193831587,,338.8900146484375,39.31999969482422,42700.0,236.28964239378743,,331.4800109863281,37.9900016784668,40425.0,237.9963808412042,,336.1499938964844,38.119998931884766,41000.0,47549400.0,,60711000.0,1273200.0,683759.0
2025-09-05,,239.2340087890625,,350.8399963378906,38.08000183105469,42875.0,240.86091270031892,,355.8699951171875,39.18000030517578,43725.0,238.03629475202086,,344.67999267578125,37.52000045776367,41600.0,239.54341659874092,,348.0,38.52000045776367,42200.0,54870400.0,,108989800.0,1711100.0,584925.0
2025-09-08,,237.42745971679688,,346.3999938964844,34.97999954223633,37860.0,239.69313028194867,,358.44000244140625,35.58000183105469,39740.0,235.89038089866295,,344.8399963378906,31.6299991607666,36400.0,238.84475646782593,,354.6400146484375,32.30500030517578,37500.0,48999500.0,,75208300.0,5014800.0,1377767.0
2025-09-09,,233.9041748046875,,346.9700012207031,35.650001525878906,38600.0,238.3257397896772,,350.7699890136719,37.03900146484375,40060.0,232.9160527142261,,343.82000732421875,35.400001525878906,38000.0,236.54912730927947,,348.44000244140625,35.560001373291016,38200.0,66313900.0,,53816000.0,1520700.0,808166.0
2025-09-10,,226.35855102539062,,347.7900085449219,38.16999816894531,41120.0,231.97784546194652,,356.3299865722656,38.72999954223633,41600.0,225.52015268533836,,346.07000732421875,36.869998931884766,38800.0,231.7482872752143,,350.54998779296875,37.099998474121094,38800.0,83440800.0,,72121700.0,1800400.0,590144.0
2025-09-11,,229.59239196777344,,368.80999755859375,37.2599983215332,40880.0,230.01159113632517,,368.989990234375,38.209999084472656,41700.0,226.21881717306923,,347.6000061035156,36.95000076293945,40600.0,226.44839058875493,,350.1700134277344,37.79999923706055,41200.0,50208600.0,,103756000.0,1275200.0,416272.0
2025-09-12,,233.62472534179688,,395.94000244140625,35.709999084472656,40200.0,234.0638755168574,,396.69000244140625,37.369998931884766,41600.0,228.58432913969838,,370.239990234375,35.66999816894531,39620.0,228.78394562468256,,370.94000244140625,37.25,41000.0,55824200.0,,168156400.0,890100.0,520388.0
2025-09-15,,236.24969482421875,,410.0400085449219,35.41999816894531,40040.0,237.7368657054393,,425.70001220703125,36.31999969482422,41000.0,234.58287368836292,,402.42999267578125,35.31999969482422,39400.0,236.54912714503797,,423.1300048828125,35.810001373291016,40500.0,42699500.0,,163823700.0,1001900.0,482501.0
2025-09-16,,237.6969451904297,,421.6199951171875,36.650001525878906,40980.0,240.76111223381088,,423.25,36.93000030517578,41500.0,235.87043992435724,,411.42999267578125,35.900001525878906,40040.0,236.72878926810645,,414.5,35.900001525878906,40400.0,63421100.0,,104285700.0,810200.0,346363.0
2025-09-17,,238.5353546142578,,425.8599853515625,36.66999816894531,40840.0,239.6432435766681,,428.30999755859375,37.25,41560.0,237.27774187166392,,409.6700134277344,36.11000061035156,40520.0,238.5153883976145,,415.75,36.349998474121094,41080.0,46508000.0,,106133500.0,928700.0,374691.0
2025-09-18,,237.42745971679688,,416.8500061035156,34.7400016784668,38060.0,240.74113579799257,,432.2200012207031,36.88999938964844,40600.0,236.199788714976,,416.55999755859375,34.380001068115234,37940.0,239.5134800259323,,428.8699951171875,36.560001373291016,40400.0,44249600.0,,90454500.0,2128500.0,985585.0
2025-09-19,,245.032958984375,,426.07000732421875,33.70000076293945,37080.0,245.83144010441063,,429.4700012207031,35.0620002746582,38920.0,239.7530294205925,,421.7200012207031,33.369998931884766,35520.0,240.77107799962133,,421.82000732421875,34.7400016784668,38200.0,163741300.0,,93131000.0,2064000.0,1321800.0
2025-09-22,,255.5928192138672,,434.2099914550781,36.5099983215332,38880.0,256.15178189089505,,444.9800109863281,38.04999923706055,41000.0,247.64797087114997,,429.1300048828125,36.11000061035156,37760.0,247.82763635806887,,431.1099853515625,37.290000915527344,38300.0,105517400.0,,97108800.0,2432000.0,982643.0
2025-09-23,,253.9459686279297,,425.8500061035156,37.34000015258789,39040.0,256.8504363399061,,440.9700012207031,38.470001220703125,40180.0,253.0975947938589,,423.7200012207031,37.15800094604492,37840.0,255.39322235208516,,439.8800048828125,37.68000030517578,40000.0,60275200.0,,83422700.0,1885000.0,922981.0
2025-09-24,,251.8300018310547,,442.7900085449219,38.04999923706055,38700.0,255.2534845023776,,444.2099914550781,40.78499984741211,40960.0,250.56241362070242,,429.0299987792969,37.88999938964844,38560.0,254.73446948849343,,429.8299865722656,40.78499984741211,40600.0,42303700.0,,93133600.0,1766600.0,855983.0
2025-09-25,,256.3813171386719,,423.3900146484375,37.029998779296875,37600.0,256.6807646844572,,435.3500061035156,37.92499923706055,38420.0,251.2311452680336,,419.0799865722656,36.56999969482422,37060.0,252.72829161839874,,435.239990234375,37.540000915527344,38420.0,55202100.0,,96746400.0,966400.0,470005.0
2025-09-26,,254.97401428222656,,440.3999938964844,36.16999816894531,38380.0,257.10994249251326,,440.4700012207031,38.40999984741211,38900.0,253.2972024297037,,421.0199890136719,36.099998474121094,37220.0,253.61660096533106,,428.29998779296875,37.0,38500.0,46076300.0,,101628200.0,1242400.0,758479.0
2025-09-29,,253.9459686279297,,443.2099914550781,35.400001525878906,37780.0,254.5148915782133,,450.9800109863281,36.310001373291016,38900.0,252.52867184357527,,439.5,35.20899963378906,37320.0,254.0757261912774,,444.3500061035156,36.310001373291016,38500.0,40127700.0,,79491500.0,988700.0,230527.0
2025-09-30,,254.14559936523438,,444.7200012207031,34.400001525878906,37380.0,255.4331385813304,,445.0,35.20000076293945,37800.0,252.6284867333586,,433.1199951171875,33.720001220703125,36320.0,254.37515755125318,,441.5199890136719,35.20000076293945,37800.0,37704300.0,,74358000.0,1504100.0,687063.0
2025-10-01,,254.9640350341797,,459.4599914550781,33.709999084472656,37000.0,258.29769267334166,,462.2900085449219,34.52299880981445,37800.0,254.44502000530687,,440.75,33.68000030517578,36920.0,254.55481135314994,,443.79998779296875,34.099998474121094,37400.0,48713900.0,,98122300.0,1266700.0,554662.0
2025-10-02,,256.6408386230469,,436.0,34.29999923706055,37160.0,257.68882891050583,,470.75,34.779998779296875,37860.0,253.66649683440303,,435.57000732421875,33.45000076293945,35940.0,256.09186667190835,,470.5400085449219,34.0,37620.0,42630200.0,,137009000.0,2254000.0,1024026.0
2025-10-03,,257.5291442871094,,429.8299865722656,34.529998779296875,36820.0,258.7468246365968,,446.7699890136719,35.52000045776367,37520.0,253.46689477740222,,416.5799865722656,34.290000915527344,36320.0,254.18552630266564,,443.2900085449219,34.31999969482422,37500.0,49155600.0,,133188200.0,1228200.0,395411.0
2025-10-06,,256.2016906738281,,453.25,35.5099983215332,37560.0,258.5771679771474,,453.54998779296875,35.79999923706055,37900.0,254.56481112131073,,436.69000244140625,34.362998962402344,36220.0,257.49920544747016,,440.75,35.0,37020.0,44664100.0,,85324900.0,896500.0,551682.0
2025-10-07,,255.99208068847656,,433.0899963378906,34.5099983215332,37520.0,256.91031341337026,,452.67999267578125,35.970001220703125,38000.0,254.94405994391948,,432.45001220703125,34.2599983215332,37100.0,256.3214394907812,,447.82000732421875,35.970001220703125,37800.0,31955800.0,,102296100.0,1034000.0,400537.0
2025-10-08,,257.5690612792969,,438.69000244140625,34.869998931884766,37720.0,258.0281776413904,,441.3299865722656,35.0099983215332,37800.0,255.62275879770374,,425.2300109863281,33.900001525878906,36500.0,256.03198246417537,,437.57000732421875,34.75,37520.0,36496900.0,,71192100.0,873700.0,701141.0
2025-10-09,,253.55670166015625,,435.5400085449219,37.27000045776367,39120.0,257.50917476461467,,436.3500061035156,37.65999984741211,40160.0,252.65841993311406,,426.17999267578125,34.959999084472656,37800.0,257.3195337882977,,431.80999755859375,34.959999084472656,37800.0,38322000.0,,69339900.0,1779300.0,792005.0
2025-10-10,,244.80340576171875,,413.489990234375,37.15999984741211,,255.8922708493858,,443.1300048828125,38.52000045776367,,243.53581752909898,,411.45001220703125,36.70600128173828,,254.45500785015722,,436.5400085449219,38.060001373291016,,61999100.0,,112107900.0,3103200.0,
2025-10-13,,247.18885803222656,,435.8999938964844,38.150001525878906,39760.0,249.2149949644775,,436.8900146484375,38.35900115966797,40420.0,245.09284695690994,,419.70001220703125,37.25,39500.0,248.90558714178317,,423.5299987792969,37.29999923706055,40100.0,38142900.0,,79552800.0,1088100.0,346165.0
