Date,Close,High,Low,Open,Volume
2024-02-14,2083.827880859375,2136.057402141416,2061.0078455488465,2078.5651739264295,1393482
2024-02-15,2076.83984375,2122.789344923735,2056.4964458611475,2079.4490624648756,1229845
2024-02-16,2042.477783203125,2111.291603843872,2001.6141179299048,2077.680761386366,1344684
2024-02-19,2044.55615234375,2082.987448708079,2016.650268812917,2043.1851407709817,1033860
2024-02-20,2060.610107421875,2119.2522302708185,1990.1158255882058,2048.846268464565,1872758
2024-02-21,2036.9940185546875,2087.4102838858284,2008.5132943102835,2059.9909115127516,865183
2024-02-22,2154.676025390625,2179.4861756377727,2037.8783124296392,2037.8783124296392,2952786
2024-02-23,2187.18115234375,2200.625444669539,2065.2975937714523,2119.8266708450246,2433664
2024-02-26,2189.967041015625,2237.774075823762,2123.6741328272146,2184.2620870540636,2284461
2024-02-27,2095.238037109375,2251.0418914726765,2088.7369063704227,2184.7047041011833,1768541
2024-02-28,2050.968994140625,2124.249344818345,2041.4163958935774,2078.5652211221436,1597721
2024-02-29,2086.039306640625,2224.507182607088,2037.8785482014835,2065.297921028847,2319853
2024-03-01,2105.365478515625,2140.479919964791,2038.0995270987062,2140.479919964791,1271959
2024-03-04,2075.60205078125,2242.1969265527505,2069.4548479578693,2195.3186476149613,2240505
2024-03-05,1969.727783203125,2084.3142517305378,1957.389110579113,2071.4890632518222,1448664
2024-03-06,2052.516845703125,2105.719183610162,1964.5095104376803,1981.2706632622733,2514730
2024-03-07,2056.231689453125,2118.3675217723344,2038.7628967370483,2079.4497050884165,1349073
2024-03-08,2069.89697265625,2121.9053674946604,2052.9146969383523,2121.9053674946604,1325300
2024-03-11,1965.1285400390625,2078.565126180622,1963.5806723919068,2078.565126180622,1431903
2024-03-12,2155.648681640625,2189.126931392189,2001.9675485782438,2027.8390486765152,2101293
2024-03-13,2257.41015625,2304.996073872007,2211.2395182962464,2211.6817661999057,1864266
2024-03-14,2193.283935546875,2285.536879885311,2159.6730990779733,2255.4640262026096,1735324
2024-03-15,2268.554931640625,2281.9992249715647,2175.859726135678,2193.2399826935093,1707841
2024-03-18,2360.807861328125,2370.27192334085,2229.858212998951,2281.9991979974816,2407085
2024-03-19,2318.75,2450.849317727754,2308.5340303555577,2355.4565755784506,3168519
2024-03-20,2459.251708984375,2462.435979817567,2340.021863749145,2340.021863749145,3127180
2024-03-21,2514.974853515625,2538.502524263375,2398.0888393411415,2468.1851198456266,2624550
2024-03-22,2521.697509765625,2568.5757868675464,2504.8920896724835,2516.3905349993697,1676684
2024-03-25,2505.687744140625,2609.2622754158683,2487.997830408992,2541.1561075490813,1298396
2024-03-26,2497.506103515625,2556.192477392144,2467.7429107003745,2508.4297113785888,980238
2024-03-27,2502.90185546875,2525.9430130080964,2454.475713022628,2494.278021882454,989381
2024-04-03,2478.799072265625,2503.1227027695695,2417.326624264747,2436.5201367832315,1643406
2024-04-04,2417.503662109375,2518.6015662355617,2415.11556685029,2433.2477291357436,1793618
