Date,Close,High,Low,Open,Volume
2024-02-13,30.799999237060547,31.035999298095703,30.459999084472656,30.600000381469727,177400
2024-02-14,31.899999618530273,31.989999771118164,30.959999084472656,31.209999084472656,469800
2024-02-15,32.970001220703125,32.970001220703125,31.920000076293945,31.940000534057617,442800
2024-02-16,33.61000061035156,34.310001373291016,32.63999938964844,32.97999954223633,700300
2024-02-20,34.849998474121094,35.13999938964844,34.02000045776367,34.02000045776367,1031900
2024-02-21,36.029998779296875,36.099998474121094,34.5,35.400001525878906,816700
2024-02-22,36.130001068115234,37.470001220703125,36.029998779296875,36.029998779296875,845200
2024-02-23,35.689998626708984,36.29999923706055,35.18000030517578,36.25,421700
2024-02-26,35.869998931884766,36.459999084472656,35.58000183105469,35.58000183105469,320400
2024-02-27,35.61000061035156,36.22999954223633,35.400001525878906,35.84000015258789,393900
2024-02-28,36.060001373291016,36.29999923706055,35.340999603271484,35.5,671000
2024-02-29,36.79999923706055,37.189998626708984,36.21500015258789,36.34000015258789,425000
2024-03-01,37.529998779296875,37.86000061035156,36.88999938964844,37.279998779296875,522700
2024-03-04,36.599998474121094,38.220001220703125,36.43000030517578,37.9900016784668,444800
2024-03-05,36.58000183105469,37.369998931884766,36.310001373291016,36.439998626708984,409700
2024-03-06,37.65999984741211,37.9900016784668,36.84000015258789,37.060001373291016,605100
2024-03-07,36.5,37.630001068115234,36.22999954223633,37.40999984741211,560000
2024-03-08,36.59000015258789,36.810001373291016,35.900001525878906,36.380001068115234,264000
2024-03-11,36.70000076293945,37.06999969482422,35.540000915527344,36.40999984741211,563400
2024-03-12,38.58000183105469,38.84000015258789,36.63999938964844,36.7400016784668,795300
2024-03-13,39.75,39.790000915527344,38.970001220703125,39.099998474121094,681400
2024-03-14,39.33000183105469,40.86000061035156,39.279998779296875,40.0,801200
2024-03-15,40.75,40.79999923706055,38.970001220703125,38.9900016784668,638000
2024-03-18,41.86000061035156,43.900001525878906,40.18000030517578,43.810001373291016,1176600
2024-03-19,42.54999923706055,43.60900115966797,41.176998138427734,42.0,811900
2024-03-20,42.9900016784668,43.03499984741211,42.11000061035156,42.88999938964844,620700
2024-03-21,43.27000045776367,43.5,42.459999084472656,43.310001373291016,572700
2024-03-22,43.459999084472656,43.99300003051758,43.0,43.34000015258789,434800
2024-03-25,42.54999923706055,43.869998931884766,42.34000015258789,43.290000915527344,440500
2024-03-26,41.970001220703125,42.900001525878906,41.84000015258789,42.54999923706055,357100
2024-03-27,42.2400016784668,42.59000015258789,41.56999969482422,41.90999984741211,427400
2024-03-28,41.380001068115234,42.349998474121094,41.119998931884766,41.79999923706055,287700
2024-04-01,41.310001373291016,41.65999984741211,40.66999816894531,41.400001525878906,196400
2024-04-02,41.470001220703125,41.775001525878906,40.56999969482422,41.599998474121094,305400
2024-04-03,41.91999816894531,42.5,41.31999969482422,41.5,443700
2024-04-04,41.29999923706055,42.21500015258789,41.27000045776367,42.119998931884766,1401500
2024-04-05,42.459999084472656,42.7400016784668,41.22999954223633,41.5,628500
2024-04-08,43.79999923706055,43.939998626708984,42.209999084472656,42.459999084472656,1081200
2024-04-09,43.099998474121094,44.25,42.040000915527344,42.95000076293945,399200
2024-04-10,43.380001068115234,43.67900085449219,43.0,43.08000183105469,449000
2024-04-11,43.34000015258789,43.93000030517578,42.83000183105469,43.75,539200
2024-04-12,43.2400016784668,43.869998931884766,43.040000915527344,43.150001525878906,472500
2024-04-15,41.66999816894531,44.236000061035156,41.494998931884766,43.93000030517578,599600
2024-04-16,42.18000030517578,42.68000030517578,41.0,41.29999923706055,487600
2024-04-17,41.310001373291016,42.650001525878906,41.224998474121094,41.7400016784668,348700
2024-04-18,41.310001373291016,41.869998931884766,40.93000030517578,41.290000915527344,405100
2024-04-19,41.93000030517578,42.224998474121094,40.9900016784668,41.0099983215332,307500
2024-04-22,43.560001373291016,44.0,41.810001373291016,41.88999938964844,637000
2024-04-23,44.16999816894531,44.52000045776367,43.0,43.5,428100
2024-04-24,43.38999938964844,44.70000076293945,43.11000061035156,44.470001220703125,552900
2024-04-25,42.72999954223633,43.33000183105469,40.11000061035156,41.47999954223633,933600
2024-04-26,43.040000915527344,44.119998931884766,42.939998626708984,43.22999954223633,630700
2024-04-29,43.560001373291016,43.63999938964844,42.599998474121094,43.08000183105469,394800
2024-04-30,43.150001525878906,44.79999923706055,43.0,43.529998779296875,804500
2024-05-01,42.810001373291016,43.41999816894531,42.34000015258789,42.810001373291016,349000
2024-05-02,42.470001220703125,43.65999984741211,42.41999816894531,43.38999938964844,418800
2024-05-03,43.20000076293945,43.56999969482422,42.67100143432617,43.0,266500
2024-05-06,45.68000030517578,46.08000183105469,43.29999923706055,43.29999923706055,646400
2024-05-07,46.529998779296875,46.97999954223633,45.869998931884766,46.20000076293945,538300
2024-05-08,46.119998931884766,47.25,45.94499969482422,46.529998779296875,464200
2024-05-09,46.2400016784668,46.43000030517578,45.43000030517578,46.119998931884766,373500
2024-05-10,45.349998474121094,46.630001068115234,45.209999084472656,46.470001220703125,311900
2024-05-13,45.0,46.400001525878906,44.560001373291016,45.720001220703125,447200
2024-05-14,46.54999923706055,46.720001220703125,43.83000183105469,44.650001525878906,674100
2024-05-15,47.61000061035156,48.29499816894531,45.922000885009766,46.54999923706055,964900
2024-05-16,47.470001220703125,47.90999984741211,46.75,47.88999938964844,461500
2024-05-17,47.4900016784668,47.9900016784668,47.099998474121094,47.189998626708984,332300
2024-05-20,48.58000183105469,48.88999938964844,47.59000015258789,47.720001220703125,569600
2024-05-21,49.0099983215332,49.58000183105469,48.04999923706055,48.599998474121094,1147600
2024-05-22,46.20000076293945,48.81399917602539,45.81700134277344,48.599998474121094,888100
2024-05-23,45.27000045776367,47.06999969482422,44.720001220703125,46.70000076293945,617400
2024-05-24,44.31999969482422,47.36000061035156,44.09000015258789,45.7400016784668,1036700
2024-05-28,45.95000076293945,46.29899978637695,44.79999923706055,44.79999923706055,603500
2024-05-29,46.650001525878906,46.65999984741211,45.13999938964844,45.70000076293945,302000
2024-05-30,48.61000061035156,49.279998779296875,46.994998931884766,47.0,1471700
2024-05-31,48.45000076293945,49.33000183105469,48.130001068115234,48.93000030517578,426300
2024-06-03,46.68000030517578,48.84000015258789,46.40999984741211,48.81999969482422,884700
2024-06-04,42.9900016784668,46.0,42.0099983215332,46.0,1403000
2024-06-05,42.61000061035156,43.810001373291016,41.810001373291016,42.650001525878906,1136300
2024-06-06,42.41999816894531,43.400001525878906,41.75,42.349998474121094,442400
2024-06-07,42.83000183105469,43.58000183105469,42.279998779296875,42.29999923706055,709100
2024-06-10,44.38999938964844,44.810001373291016,42.40999984741211,42.7400016784668,489800
2024-06-11,43.369998931884766,44.380001068115234,43.22999954223633,44.380001068115234,487600
2024-06-12,44.040000915527344,45.404998779296875,43.220001220703125,44.119998931884766,1383000
2024-06-13,43.869998931884766,46.95000076293945,43.16999816894531,46.95000076293945,1308800
2024-06-14,43.61000061035156,44.40999984741211,43.029998779296875,44.22999954223633,662800
2024-06-17,42.43000030517578,43.84000015258789,41.599998474121094,43.20000076293945,474900
2024-06-18,42.43000030517578,43.16999816894531,42.37200164794922,42.41999816894531,234600
2024-06-20,43.52000045776367,43.68899917602539,42.70000076293945,42.9900016784668,401700
2024-06-21,42.65999984741211,44.220001220703125,42.45000076293945,44.220001220703125,561600
2024-06-24,43.83000183105469,43.97999954223633,42.540000915527344,42.540000915527344,494800
2024-06-25,46.13999938964844,46.347999572753906,43.066001892089844,44.0,635400
2024-06-26,45.119998931884766,46.0,43.869998931884766,45.95000076293945,461300
2024-06-27,45.720001220703125,45.84000015258789,44.72999954223633,45.16999816894531,229400
2024-06-28,45.47999954223633,46.25,45.0,46.209999084472656,279200
2024-07-01,44.02000045776367,46.09000015258789,43.946998596191406,46.029998779296875,370800
2024-07-02,45.52000045776367,46.22999954223633,44.15999984741211,44.15999984741211,806700
2024-07-03,45.599998474121094,46.099998474121094,45.290000915527344,45.79999923706055,475300
2024-07-05,45.84000015258789,46.11000061035156,44.79999923706055,46.11000061035156,463200
2024-07-08,45.459999084472656,46.40999984741211,44.939998626708984,45.63999938964844,525900
2024-07-09,44.52000045776367,46.09000015258789,44.08000183105469,45.459999084472656,655000
2024-07-10,46.790000915527344,46.790000915527344,44.5,44.5,617200
2024-07-11,46.869998931884766,47.45000076293945,46.189998626708984,46.779998779296875,766600
2024-07-12,47.9900016784668,48.09000015258789,46.29999923706055,46.66999816894531,818300
2024-07-15,47.91999816894531,49.095001220703125,47.20000076293945,48.310001373291016,473600
2024-07-16,47.349998474121094,48.66999816894531,46.220001220703125,48.0,456500
2024-07-17,46.86000061035156,47.70000076293945,46.130001068115234,47.630001068115234,438300
2024-07-18,47.970001220703125,48.220001220703125,46.70000076293945,47.04999923706055,417800
2024-07-19,48.20000076293945,50.01499938964844,47.939998626708984,48.29999923706055,1196400
2024-07-22,47.83000183105469,48.290000915527344,47.16999816894531,48.130001068115234,349900
2024-07-23,47.38999938964844,47.849998474121094,47.040000915527344,47.45000076293945,237900
2024-07-24,44.939998626708984,47.84000015258789,44.779998779296875,47.599998474121094,407200
2024-07-25,44.25,45.32500076293945,43.099998474121094,44.79999923706055,492200
2024-07-26,44.59000015258789,45.310001373291016,44.13999938964844,44.58000183105469,200200
2024-07-29,43.38999938964844,45.0,43.11000061035156,44.66999816894531,427200
2024-07-30,42.040000915527344,43.599998474121094,41.54999923706055,42.58000183105469,501700
2024-07-31,45.060001373291016,45.84000015258789,42.900001525878906,43.29999923706055,809800
2024-08-01,42.880001068115234,45.13999938964844,42.54999923706055,45.099998474121094,319800
2024-08-02,40.13999938964844,41.810001373291016,39.56999969482422,41.810001373291016,810000
2024-08-05,40.61000061035156,40.70000076293945,36.0099983215332,36.29999923706055,941900
2024-08-06,42.349998474121094,42.70000076293945,40.8650016784668,41.0,450900
2024-08-07,43.029998779296875,43.5,42.52000045776367,43.5,511900
2024-08-08,44.5099983215332,45.0,43.220001220703125,43.619998931884766,444900
2024-08-09,45.83000183105469,46.439998626708984,44.279998779296875,44.63999938964844,632800
2024-08-12,48.7599983215332,48.81999969482422,45.97999954223633,46.02000045776367,1045100
2024-08-13,48.72999954223633,49.22999954223633,48.32400131225586,49.0,552300
2024-08-14,49.22999954223633,49.65999984741211,48.310001373291016,48.81999969482422,581300
