Date,Close,High,Low,Open,Volume
2024-02-14,1514.050048828125,1569.5,1495.0,1498.0,66907
2024-02-15,1473.949951171875,1559.0,1465.0,1515.0,135542
2024-02-16,1438.75,1520.0,1400.0,1480.5,58207
2024-02-19,1460.800048828125,1507.0,1405.0,1430.0,113202
2024-02-20,1436.3499755859375,1500.0,1426.5999755859375,1490.0,135053
2024-02-21,1439.300048828125,1497.050048828125,1390.550048828125,1497.050048828125,648686
2024-02-22,1503.949951171875,1568.3499755859375,1440.0,1448.699951171875,930352
2024-02-23,1505.0,1585.0,1451.0,1503.949951171875,188772
2024-02-26,1427.25,1560.0,1410.0,1460.0,174461
2024-02-27,1397.5,1480.0,1374.949951171875,1423.4000244140625,1013617
2024-02-28,1350.199951171875,1415.0,1342.5999755859375,1360.0,685675
2024-02-29,1422.699951171875,1461.25,1341.0,1400.0,406706
2024-03-01,1497.050048828125,1502.300048828125,1395.5,1420.0,387886
2024-03-04,1517.300048828125,1615.0,1488.050048828125,1502.0,422620
2024-03-05,1420.3499755859375,1555.0,1406.699951171875,1520.0,80177
2024-03-06,1386.25,1439.0,1315.0,1420.5,308548
2024-03-07,1355.4000244140625,1429.0,1326.449951171875,1390.0,280346
2024-03-08,1415.4000244140625,1425.0,1302.5,1302.5,506052
2024-03-11,1357.75,1426.0,1345.0,1426.0,170573
2024-03-12,1435.75,1459.949951171875,1347.0,1347.0,124975
2024-03-13,1448.1500244140625,1532.5,1435.0,1480.0,275598
2024-03-14,1457.3499755859375,1477.449951171875,1418.300048828125,1477.449951171875,247961
2024-03-15,1483.1500244140625,1493.050048828125,1412.1500244140625,1445.0,233122
2024-03-18,1536.25,1542.0999755859375,1425.0,1425.0,465343
2024-03-19,1519.550048828125,1570.0,1505.0,1550.0,895659
2024-03-20,1580.0,1585.0,1520.5,1523.1500244140625,352201
2024-03-21,1595.6500244140625,1613.25,1545.5999755859375,1613.25,286034
2024-03-22,1580.8499755859375,1616.949951171875,1530.0,1600.0,529424
2024-03-25,1522.0,1610.0,1517.9000244140625,1581.0,175757
2024-03-26,1536.3499755859375,1557.0,1520.1500244140625,1530.0,118533
2024-03-27,1484.6500244140625,1538.550048828125,1460.050048828125,1538.0,323067
2024-04-03,1434.550048828125,1490.0,1407.5,1490.0,265321
2024-04-04,1373.0,1435.0,1334.0,1410.0,295003
2024-04-05,1402.0,1412.5,1370.0,1370.0,246161
2024-04-08,1580.199951171875,1600.0,1436.0,1461.0,545390
2024-04-09,1590.8499755859375,1620.0,1520.5,1600.0,599427
2024-04-10,1555.1500244140625,1620.0,1530.0,1599.5,402800
2024-04-11,1578.9000244140625,1600.0,1515.0,1554.5,24721
2024-04-12,1567.0,1605.0,1560.0,1590.0,175048
2024-04-15,1478.25,1560.0,1470.0,1560.0,111406
2024-04-16,1509.25,1548.449951171875,1450.0,1485.0,154831
2024-04-17,1450.75,1515.0,1432.0,1475.5,113430
2024-04-18,1467.949951171875,1520.0,1400.0,1470.0,61594
2024-04-19,1466.300048828125,1514.25,1432.0,1468.0,193955
2024-04-22,1531.25,1548.0,1460.0,1460.0,132636
2024-04-23,1492.4000244140625,1578.0,1470.0,1578.0,263290
2024-04-24,1494.25,1520.050048828125,1475.0,1480.0,227027
2024-04-25,1569.0,1572.449951171875,1456.949951171875,1500.0,242875
2024-04-26,1570.949951171875,1586.0,1532.5999755859375,1562.0,50907
2024-04-29,1599.9000244140625,1620.0,1551.300048828125,1570.0,114099
2024-04-30,1568.949951171875,1620.75,1559.4000244140625,1620.75,491524
2024-05-02,1634.6500244140625,1638.0,1581.5,1590.0,320746
2024-05-03,1674.5999755859375,1724.0,1640.0,1657.0,853963
2024-05-06,1701.949951171875,1710.0,1640.5999755859375,1690.0,2146255
2024-05-07,1659.300048828125,1736.449951171875,1645.0,1705.0,1802407
2024-05-08,1627.699951171875,1692.25,1605.0,1692.25,704714
2024-05-09,1636.0999755859375,1648.0,1610.0,1648.0,480335
2024-05-10,1674.050048828125,1695.8499755859375,1650.0,1665.0,605423
2024-05-13,1573.8499755859375,1671.5,1562.0,1669.300048828125,648156
2024-05-14,1567.5,1600.0,1540.0,1589.0,707508
2024-05-15,1666.5,1700.0,1570.0999755859375,1599.0,647873
2024-05-16,1680.0999755859375,1720.0,1642.0,1720.0,833457
2024-05-17,1660.5999755859375,1735.5,1649.0,1735.5,582638
2024-05-20,1705.8499755859375,1710.4000244140625,1633.050048828125,1670.0,351289
2024-05-21,1736.5,1750.0,1703.0,1728.949951171875,650686
2024-05-22,1754.75,1790.0,1732.199951171875,1745.0,636545
2024-05-23,1734.949951171875,1787.449951171875,1704.300048828125,1755.0,255225
2024-05-24,1714.9000244140625,1756.800048828125,1681.3499755859375,1756.800048828125,658300
2024-05-27,1758.4000244140625,1780.0,1698.0,1750.0,149776
2024-05-28,1758.199951171875,1781.25,1709.300048828125,1760.0,498669
2024-05-29,1761.300048828125,1779.800048828125,1715.0,1761.0,327883
2024-05-30,1825.1500244140625,1842.0,1772.0,1781.0,678753
2024-05-31,1866.949951171875,1879.0,1790.0,1829.5,345067
2024-06-03,1889.3499755859375,1903.949951171875,1865.0,1876.699951171875,730869
2024-06-04,1828.0,1890.0,1800.0,1890.0,399419
2024-06-05,1855.949951171875,1880.0,1750.0,1828.0,469010
2024-06-06,1837.5,1881.75,1789.800048828125,1881.75,476858
2024-06-07,1846.199951171875,1864.199951171875,1828.25,1837.5,312869
2024-06-10,1887.050048828125,1898.1500244140625,1805.0,1847.0,484394
2024-06-11,1843.3499755859375,1890.0,1820.3499755859375,1890.0,163453
2024-06-12,1836.0999755859375,1884.050048828125,1806.050048828125,1851.0,276490
2024-06-13,1834.550048828125,1895.0,1805.199951171875,1887.5,594507
2024-06-14,1828.050048828125,1851.6500244140625,1781.0,1835.0,306972
2024-06-18,1812.199951171875,1829.0,1789.0,1800.0,246385
2024-06-19,1820.25,1848.0,1805.0,1819.5,115106
2024-06-24,1824.550048828125,1832.0,1760.0,1810.0,258584
2024-06-25,1815.050048828125,1840.0,1790.0,1824.0,532843
2024-06-26,1815.1500244140625,1830.449951171875,1791.050048828125,1817.0,656900
2024-06-27,1858.050048828125,1870.0,1804.050048828125,1821.9000244140625,200234
2024-06-28,1853.0,1937.0,1825.0,1895.0,208662
2024-07-01,1856.800048828125,1868.0,1820.0,1859.800048828125,203744
2024-07-02,1878.5999755859375,1920.0,1860.5999755859375,1898.5,118947
2024-07-03,1911.6500244140625,1955.5999755859375,1870.0999755859375,1902.0,170946
2024-07-04,1919.449951171875,1948.0,1845.0,1912.0,159257
2024-07-05,1900.1500244140625,1935.0,1889.0,1920.0,342829
2024-07-08,1879.699951171875,1903.949951171875,1856.0,1900.0,408679
2024-07-10,1910.0,1930.0,1860.0,1890.0,203168
2024-07-11,2010.0,2015.0,1910.0,1920.0,357211
2024-07-12,1975.0,2045.0,1970.0,2015.0,311636
2024-07-15,1725.0,1965.0,1720.0,1950.0,504814
2024-07-16,1730.0,1750.0,1640.0,1740.0,434476
2024-07-17,1775.0,1795.0,1695.0,1750.0,437157
2024-07-18,1785.0,1830.0,1740.0,1790.0,342615
2024-07-19,1820.0,1820.0,1755.0,1800.0,411060
2024-07-22,1850.0,1855.0,1805.0,1850.0,201654
2024-07-23,1845.0,1885.0,1820.0,1885.0,248593
2024-07-24,1775.0,1850.0,1765.0,1850.0,179738
2024-07-25,1740.0,1770.0,1710.0,1770.0,368047
2024-07-26,1730.0,1770.0,1715.0,1770.0,169984
2024-07-29,1650.0,1745.0,1645.0,1745.0,250243
2024-07-30,1585.0,1665.0,1565.0,1640.0,383314
2024-07-31,1655.0,1685.0,1565.0,1585.0,46108
2024-08-01,1635.0,1680.0,1605.0,1650.0,116213
2024-08-02,1640.0,1680.0,1600.0,1600.0,430951
2024-08-05,1625.0,1660.0,1580.0,1615.0,594867
2024-08-06,1635.0,1660.0,1615.0,1625.0,162821
2024-08-07,1615.0,1690.0,1605.0,1640.0,484082
2024-08-08,1765.0,1775.0,1670.0,1670.0,598440
2024-08-09,1790.0,1805.0,1705.0,1730.0,767310
2024-08-12,1750.0,1790.0,1730.0,1790.0,198028
2024-08-13,1750.0,1770.0,1725.0,1750.0,281653
2024-08-14,1775.0,1780.0,1735.0,1755.0,289095
2024-08-15,1790.0,1840.0,1750.0,1750.0,218167
2024-08-16,1800.0,1830.0,1780.0,1805.0,249125
2024-08-19,1815.0,1830.0,1765.0,1800.0,486378
2024-08-20,1835.0,1875.0,1775.0,1860.0,809187
